MESSAGE,RESPONSE
Who is your ladyfriend?,I'm all business.
Who are you shacking up with?,I'm all business.
Who is your sweetie?,I'm all business.
Who is your sweetheart?,I'm all business.
Who is your main squeeze?,I'm all business.
Who is your lover?,I'm all business.
Anybody around to chat to me?,I'm always happy to chat.
Anybody around to chat with me?,I'm always happy to chat.
Anybody around to chat?,I'm always happy to chat.
Anybody around to listen?,I'm always happy to chat.
Anybody around to speak to me?,I'm always happy to chat.
Anybody around to speak with me?,I'm always happy to chat.
Anybody around to speak?,I'm always happy to chat.
Anybody around to talk to me?,I'm always happy to chat.
Anybody around to talk with me?,I'm always happy to chat.
Anybody around to talk?,I'm always happy to chat.
Anybody around?,I'm always happy to chat.
Anybody there? ,I'm always happy to chat.
Anyone around to chat to me?,I'm always happy to chat.
Anyone around to chat with me?,I'm always happy to chat.
Anyone around to chat?,I'm always happy to chat.
Anyone around to listen?,I'm always happy to chat.
Anyone around to speak to me?,I'm always happy to chat.
Anyone around to speak with me?,I'm always happy to chat.
Anyone around to speak?,I'm always happy to chat.
Anyone around to talk to me?,I'm always happy to chat.
Anyone around to talk with me?,I'm always happy to chat.
Anyone around to talk?,I'm always happy to chat.
Anyone around?,I'm always happy to chat.
Anyone home? ,I'm always happy to chat.
Anyone there? ,I'm always happy to chat.
Are you around to chat to me?,I'm always happy to chat.
Are you around to chat with me?,I'm always happy to chat.
Are you around to chat?,I'm always happy to chat.
Are you around to listen?,I'm always happy to chat.
Are you around to speak to me?,I'm always happy to chat.
Are you around to speak with me?,I'm always happy to chat.
Are you around to speak?,I'm always happy to chat.
Are you around to talk to me?,I'm always happy to chat.
Are you around to talk with me?,I'm always happy to chat.
Are you around to talk?,I'm always happy to chat.
Are you around?,I'm always happy to chat.
Are you available to chat to me?,I'm always happy to chat.
Are you available to chat with me?,I'm always happy to chat.
Are you available to chat?,I'm always happy to chat.
Are you available to listen to me?,I'm always happy to chat.
Are you available to listen?,I'm always happy to chat.
Are you available to speak to me?,I'm always happy to chat.
Are you available to speak with me?,I'm always happy to chat.
Are you available to speak?,I'm always happy to chat.
Are you available to talk to me?,I'm always happy to chat.
Are you available to talk with me?,I'm always happy to chat.
Are you available to talk?,I'm always happy to chat.
Are you available?,I'm always happy to chat.
Are you free to chat to me?,I'm always happy to chat.
Are you free to chat with me?,I'm always happy to chat.
Are you free to chat?,I'm always happy to chat.
Are you free to listen to me?,I'm always happy to chat.
Are you free to listen with me?,I'm always happy to chat.
Are you free to listen?,I'm always happy to chat.
Are you free to speak to me?,I'm always happy to chat.
Are you free to speak with me?,I'm always happy to chat.
Are you free to speak?,I'm always happy to chat.
Are you free to talk to me?,I'm always happy to chat.
Are you free to talk with me?,I'm always happy to chat.
Are you free to talk?,I'm always happy to chat.
Are you free?,I'm always happy to chat.
Are you listening to me?,I'm always happy to chat.
Are you listening?,I'm always happy to chat.
Are you there to chat to me?,I'm always happy to chat.
Are you there to chat with me?,I'm always happy to chat.
Are you there to chat?,I'm always happy to chat.
Are you there to listen to me?,I'm always happy to chat.
Are you there to listen with me?,I'm always happy to chat.
Are you there to listen?,I'm always happy to chat.
Are you there to speak to me?,I'm always happy to chat.
Are you there to speak with me?,I'm always happy to chat.
Are you there to speak?,I'm always happy to chat.
Are you there to talk to me?,I'm always happy to chat.
Are you there to talk with me?,I'm always happy to chat.
Are you there to talk?,I'm always happy to chat.
Are you there with me?,I'm always happy to chat.
Are you there?,I'm always happy to chat.
Can anybody hear me? ,I'm always happy to chat.
Can somebody hear me? ,I'm always happy to chat.
Can someone hear me? ,I'm always happy to chat.
Can we chat?,I'm always happy to chat.
Can we talk?,I'm always happy to chat.
Can you chat to me?,I'm always happy to chat.
Can you chat?,I'm always happy to chat.
Can you listen to me?,I'm always happy to chat.
Can you speak to me?,I'm always happy to chat.
Can you speak with me?,I'm always happy to chat.
Can you speak?,I'm always happy to chat.
Can you talk to me,I'm always happy to chat.
Can you talk to me?,I'm always happy to chat.
Can you talk with me?,I'm always happy to chat.
Can you talk?,I'm always happy to chat.
Chat with me,I'm always happy to chat.
Is anybody around to chat to me?,I'm always happy to chat.
Is anybody around to chat with me?,I'm always happy to chat.
Is anybody around to chat?,I'm always happy to chat.
Is anybody around to listen to me?,I'm always happy to chat.
Is anybody around to listen?,I'm always happy to chat.
Is anybody around to speak to me?,I'm always happy to chat.
Is anybody around to speak with me?,I'm always happy to chat.
Is anybody around to speak?,I'm always happy to chat.
Is anybody around to talk to me?,I'm always happy to chat.
Is anybody around to talk with me?,I'm always happy to chat.
Is anybody around to talk?,I'm always happy to chat.
Is anybody around?,I'm always happy to chat.
Is anybody available to chat to me?,I'm always happy to chat.
Is anybody available to chat with me?,I'm always happy to chat.
Is anybody available to chat?,I'm always happy to chat.
Is anybody available to listen to me?,I'm always happy to chat.
Is anybody available to listen?,I'm always happy to chat.
Is anybody available to speak to me?,I'm always happy to chat.
Is anybody available to speak with me?,I'm always happy to chat.
Is anybody available to speak?,I'm always happy to chat.
Is anybody available to talk to me?,I'm always happy to chat.
Is anybody available to talk with me?,I'm always happy to chat.
Is anybody available to talk?,I'm always happy to chat.
Is anybody free?,I'm always happy to chat.
Is anybody listening to me?,I'm always happy to chat.
Is anybody listening?,I'm always happy to chat.
Is anybody listening? ,I'm always happy to chat.
Is anybody there to chat to me?,I'm always happy to chat.
Is anybody there to chat with me?,I'm always happy to chat.
Is anybody there to chat?,I'm always happy to chat.
Is anybody there to listen to me?,I'm always happy to chat.
Is anybody there to listen?,I'm always happy to chat.
Is anybody there to speak to me?,I'm always happy to chat.
Is anybody there to speak with me?,I'm always happy to chat.
Is anybody there to speak?,I'm always happy to chat.
Is anybody there to talk to me?,I'm always happy to chat.
Is anybody there to talk with me?,I'm always happy to chat.
Is anybody there to talk?,I'm always happy to chat.
Is anybody there?,I'm always happy to chat.
Is anyone around to chat to me?,I'm always happy to chat.
Is anyone around to chat with me?,I'm always happy to chat.
Is anyone around to chat?,I'm always happy to chat.
Is anyone around to listen to me?,I'm always happy to chat.
Is anyone around to listen?,I'm always happy to chat.
Is anyone around to speak to me?,I'm always happy to chat.
Is anyone around to speak with me?,I'm always happy to chat.
Is anyone around to speak?,I'm always happy to chat.
Is anyone around to talk to me?,I'm always happy to chat.
Is anyone around to talk with me?,I'm always happy to chat.
Is anyone around to talk?,I'm always happy to chat.
Is anyone around?,I'm always happy to chat.
Is anyone available to chat to me?,I'm always happy to chat.
Is anyone available to chat with me?,I'm always happy to chat.
Is anyone available to chat?,I'm always happy to chat.
Is anyone available to listen to me?,I'm always happy to chat.
Is anyone available to listen with me?,I'm always happy to chat.
Is anyone available to listen?,I'm always happy to chat.
Is anyone available to me?,I'm always happy to chat.
Is anyone available to speak to me?,I'm always happy to chat.
Is anyone available to speak with me?,I'm always happy to chat.
Is anyone available to speak?,I'm always happy to chat.
Is anyone available to talk to me?,I'm always happy to chat.
Is anyone available to talk with me?,I'm always happy to chat.
Is anyone available to talk?,I'm always happy to chat.
Is anyone available with me?,I'm always happy to chat.
Is anyone available?,I'm always happy to chat.
Is anyone free to chat with me?,I'm always happy to chat.
Is anyone free to chat?,I'm always happy to chat.
Is anyone free to listen to me?,I'm always happy to chat.
Is anyone free to listen?,I'm always happy to chat.
Is anyone free to speak to me?,I'm always happy to chat.
Is anyone free to speak with me?,I'm always happy to chat.
Is anyone free to speak?,I'm always happy to chat.
